year,tau,method,fit_scope,domain,metric,value,n_test,n_quarters
2024,1w,raw,pooled,Weather,brier,0.1170124999999999,40.0,1.0
2024,1w,raw,pooled,Weather,ece,0.12925,40.0,1.0
2024,1w,raw,pooled,Weather,log_loss,0.3738000099544708,40.0,1.0
2024,1w,venn_abers,per_domain,ALL,brier,0.1260839139627196,305.0,1.0
2024,1w,venn_abers,per_domain,ALL,ece,0.0579317297884983,305.0,1.0
2024,1w,venn_abers,per_domain,ALL,log_loss,0.3995666462943799,305.0,1.0
2024,1w,venn_abers,per_domain,Entertainment,brier,0.12137216873436091,155.0,1.0
2024,1w,venn_abers,per_domain,Entertainment,ece,0.0950926586984646,155.0,1.0
2024,1w,venn_abers,per_domain,Entertainment,log_loss,0.3828322955538604,155.0,1.0
2024,1w,venn_abers,per_domain,Finance,brier,0.1351746977276858,110.0,1.0
2024,1w,venn_abers,per_domain,Finance,ece,0.03986361808603169,110.0,1.0
2024,1w,venn_abers,per_domain,Finance,log_loss,0.4249100349115246,110.0,1.0
2024,1w,venn_abers,per_domain,Weather,brier,0.1193422713689529,40.0,1.0
2024,1w,venn_abers,per_domain,Weather,ece,0.10621536519694438,40.0,1.0
2024,1w,venn_abers,per_domain,Weather,log_loss,0.3947179367167455,40.0,1.0
2024,1w,venn_abers,pooled,ALL,brier,0.1278988989795016,403.0,1.0
2024,1w,venn_abers,pooled,ALL,ece,0.0651936496404567,403.0,1.0
2024,1w,venn_abers,pooled,ALL,log_loss,0.4017759884335589,403.0,1.0
2024,1w,venn_abers,pooled,Crypto,brier,0.1356304108370254,16.0,1.0
2024,1w,venn_abers,pooled,Crypto,log_loss,0.444683111531073,16.0,1.0
2024,1w,venn_abers,pooled,Entertainment,brier,0.1271004602178291,155.0,1.0
2024,1w,venn_abers,pooled,Entertainment,ece,0.11781572599413578,155.0,1.0
2024,1w,venn_abers,pooled,Entertainment,log_loss,0.396055812692061,155.0,1.0
2024,1w,venn_abers,pooled,Finance,brier,0.1425627562045283,110.0,1.0
2024,1w,venn_abers,pooled,Finance,ece,0.0769579791737097,110.0,1.0
2024,1w,venn_abers,pooled,Finance,log_loss,0.4414153199499002,110.0,1.0
2024,1w,venn_abers,pooled,Politics,brier,0.11238081829919071,42.0,1.0
2024,1w,venn_abers,pooled,Politics,ece,0.12446090558601848,42.0,1.0
2024,1w,venn_abers,pooled,Politics,log_loss,0.3621611968803274,42.0,1.0
2024,1w,venn_abers,pooled,Sports,brier,0.11228551048944442,40.0,1.0
2024,1w,venn_abers,pooled,Sports,ece,0.11295881625985009,40.0,1.0
2024,1w,venn_abers,pooled,Sports,log_loss,0.3595321884653796,40.0,1.0
2024,1w,venn_abers,pooled,Weather,brier,0.11948201027353281,40.0,1.0
2024,1w,venn_abers,pooled,Weather,ece,0.1422454770284537,40.0,1.0
2024,1w,venn_abers,pooled,Weather,log_loss,0.3816099896219923,40.0,1.0
2024,24h,binning10,per_domain,ALL,brier,0.16259468000741983,7618.0,4.0
2024,24h,binning10,per_domain,ALL,ece,0.02259620289087155,7618.0,4.0
2024,24h,binning10,per_domain,ALL,log_loss,0.5031932605909148,7618.0,4.0
2024,24h,binning10,per_domain,Entertainment,brier,0.13147249576064007,294.0,3.0
2024,24h,binning10,per_domain,Entertainment,ece,0.07073217662948972,294.0,3.0
2024,24h,binning10,per_domain,Entertainment,log_loss,0.5933713083347764,294.0,3.0
2024,24h,binning10,per_domain,Finance,brier,0.13545889917422974,1693.0,4.0
2024,24h,binning10,per_domain,Finance,ece,0.03964846988249566,1693.0,4.0
2024,24h,binning10,per_domain,Finance,log_loss,0.4343258049730488,1693.0,4.0
2024,24h,binning10,per_domain,Weather,brier,0.1723781641344211,5631.0,4.0
2024,24h,binning10,per_domain,Weather,ece,0.025474539642469506,5631.0,4.0
2024,24h,binning10,per_domain,Weather,log_loss,0.5191904646975304,5631.0,4.0
2024,24h,binning10,pooled,ALL,brier,0.16168492328522288,8402.0,4.0
2024,24h,binning10,pooled,ALL,ece,0.02211188045141918,8402.0,4.0
2024,24h,binning10,pooled,ALL,log_loss,0.4955791343667527,8402.0,4.0
2024,24h,binning10,pooled,Crypto,brier,0.15218599467185676,555.0,4.0
2024,24h,binning10,pooled,Crypto,ece,0.09006680600001545,554.0,3.0
2024,24h,binning10,pooled,Crypto,log_loss,0.47899342147047064,555.0,4.0
2024,24h,binning10,pooled,Entertainment,brier,0.13662121062208504,401.0,4.0
2024,24h,binning10,pooled,Entertainment,ece,0.08241195300014335,401.0,4.0
2024,24h,binning10,pooled,Entertainment,log_loss,0.43526850164752723,401.0,4.0
2024,24h,binning10,pooled,Finance,brier,0.13545271492040908,1693.0,4.0
2024,24h,binning10,pooled,Finance,ece,0.0362368549625735,1693.0,4.0
2024,24h,binning10,pooled,Finance,log_loss,0.4366172004979716,1693.0,4.0
2024,24h,binning10,pooled,Politics,brier,0.1433066788144295,69.0,4.0
2024,24h,binning10,pooled,Politics,ece,0.0631035102395036,29.0,1.0
2024,24h,binning10,pooled,Politics,log_loss,0.4599089736810649,69.0,4.0
2024,24h,binning10,pooled,Sports,brier,0.09972524320945264,53.0,4.0
2024,24h,binning10,pooled,Sports,ece,0.10892964495764959,37.0,1.0
2024,24h,binning10,pooled,Sports,log_loss,0.342614998343633,53.0,4.0
2024,24h,binning10,pooled,Weather,brier,0.17310128713400058,5631.0,4.0
2024,24h,binning10,pooled,Weather,ece,0.029934189520103974,5631.0,4.0
2024,24h,binning10,pooled,Weather,log_loss,0.5211128812526042,5631.0,4.0
2024,24h,conformal_marginal,pooled,ALL,avg_set_size,1.369792906450845,8402.0,4.0
2024,24h,conformal_marginal,pooled,ALL,coverage,0.9133539633420614,8402.0,4.0
2024,24h,conformal_marginal,pooled,Crypto,avg_set_size,1.2918918918918918,555.0,4.0
2024,24h,conformal_marginal,pooled,Crypto,coverage,0.9063063063063064,555.0,4.0
2024,24h,conformal_marginal,pooled,Entertainment,avg_set_size,1.2194513715710724,401.0,4.0
2024,24h,conformal_marginal,pooled,Entertainment,coverage,0.9002493765586035,401.0,4.0
2024,24h,conformal_marginal,pooled,Finance,avg_set_size,1.1783815711754282,1693.0,4.0
2024,24h,conformal_marginal,pooled,Finance,coverage,0.8930891907855877,1693.0,4.0
2024,24h,conformal_marginal,pooled,Politics,avg_set_size,1.2753623188405796,69.0,4.0
2024,24h,conformal_marginal,pooled,Politics,coverage,0.8985507246376812,69.0,4.0
2024,24h,conformal_marginal,pooled,Sports,avg_set_size,1.1132075471698113,53.0,4.0
2024,24h,conformal_marginal,pooled,Sports,coverage,0.9245283018867925,53.0,4.0
2024,24h,conformal_marginal,pooled,Weather,avg_set_size,1.4492985260166933,5631.0,4.0
2024,24h,conformal_marginal,pooled,Weather,coverage,0.9211507725093234,5631.0,4.0
2024,24h,conformal_mondrian,per_domain,ALL,avg_set_size,1.3694358486074745,8402.0,4.0
2024,24h,conformal_mondrian,per_domain,ALL,coverage,0.9112116162818377,8402.0,4.0
2024,24h,conformal_mondrian,per_domain,Crypto,avg_set_size,1.4720720720720721,555.0,4.0
2024,24h,conformal_mondrian,per_domain,Crypto,coverage,0.9387387387387387,555.0,4.0
2024,24h,conformal_mondrian,per_domain,Entertainment,avg_set_size,1.0798004987531171,401.0,4.0
2024,24h,conformal_mondrian,per_domain,Entertainment,coverage,0.8603491271820449,401.0,4.0
2024,24h,conformal_mondrian,per_domain,Finance,avg_set_size,1.2551683402244536,1693.0,4.0
2024,24h,conformal_mondrian,per_domain,Finance,coverage,0.9137625516834023,1693.0,4.0
2024,24h,conformal_mondrian,per_domain,Politics,avg_set_size,1.391304347826087,69.0,4.0
2024,24h,conformal_mondrian,per_domain,Politics,coverage,0.9130434782608695,69.0,4.0
2024,24h,conformal_mondrian,per_domain,Sports,avg_set_size,1.0566037735849056,53.0,4.0
2024,24h,conformal_mondrian,per_domain,Sports,coverage,0.8867924528301887,53.0,4.0
2024,24h,conformal_mondrian,per_domain,Weather,avg_set_size,1.4169774462795242,5631.0,4.0
2024,24h,conformal_mondrian,per_domain,Weather,coverage,0.9115610015982951,5631.0,4.0
2024,24h,platt,per_domain,ALL,brier,0.16077289049246146,7618.0,4.0
2024,24h,platt,per_domain,ALL,ece,0.026234087558793882,7618.0,4.0
2024,24h,platt,per_domain,ALL,log_loss,0.49217001715236414,7618.0,4.0
2024,24h,platt,per_domain,Entertainment,brier,0.13697949475011217,294.0,3.0
2024,24h,platt,per_domain,Entertainment,ece,0.09303379689433311,294.0,3.0
2024,24h,platt,per_domain,Entertainment,log_loss,0.4436952869400812,294.0,3.0
2024,24h,platt,per_domain,Finance,brier,0.1313834454605061,1693.0,4.0
2024,24h,platt,per_domain,Finance,ece,0.04259082327710237,1693.0,4.0
2024,24h,platt,per_domain,Finance,log_loss,0.4233131088383567,1693.0,4.0
2024,24h,platt,per_domain,Weather,brier,0.17085131151667585,5631.0,4.0
2024,24h,platt,per_domain,Weather,ece,0.028055945403105943,5631.0,4.0
2024,24h,platt,per_domain,Weather,log_loss,0.5154032468554409,5631.0,4.0
2024,24h,platt,pooled,ALL,brier,0.15835893561477568,8402.0,4.0
2024,24h,platt,pooled,ALL,ece,0.023026189336831825,8402.0,4.0
2024,24h,platt,pooled,ALL,log_loss,0.4857098431164519,8402.0,4.0
2024,24h,platt,pooled,Crypto,brier,0.14551208947417982,555.0,4.0
2024,24h,platt,pooled,Crypto,ece,0.07559380007257092,554.0,3.0
2024,24h,platt,pooled,Crypto,log_loss,0.4562071537631576,555.0,4.0
2024,24h,platt,pooled,Entertainment,brier,0.1277436132371609,401.0,4.0
2024,24h,platt,pooled,Entertainment,ece,0.09224184955084302,401.0,4.0
2024,24h,platt,pooled,Entertainment,log_loss,0.4051358338633375,401.0,4.0
2024,24h,platt,pooled,Finance,brier,0.13125965597655087,1693.0,4.0
2024,24h,platt,pooled,Finance,ece,0.04164616932912992,1693.0,4.0
2024,24h,platt,pooled,Finance,log_loss,0.4235369037497578,1693.0,4.0
2024,24h,platt,pooled,Politics,brier,0.14058773859620582,69.0,4.0
2024,24h,platt,pooled,Politics,ece,0.2181456372579576,29.0,1.0
2024,24h,platt,pooled,Politics,log_loss,0.45129816480126655,69.0,4.0
2024,24h,platt,pooled,Sports,brier,0.09003310466493,53.0,4.0
2024,24h,platt,pooled,Sports,ece,0.1599905894020885,37.0,1.0
2024,24h,platt,pooled,Sports,log_loss,0.30595926015334934,53.0,4.0
2024,24h,platt,pooled,Weather,brier,0.17081379371166655,5631.0,4.0
2024,24h,platt,pooled,Weather,ece,0.026752362700191046,5631.0,4.0
2024,24h,platt,pooled,Weather,log_loss,0.5151618309250441,5631.0,4.0
2024,24h,raw,per_domain,ALL,brier,0.1607181806248359,7618.0,4.0
2024,24h,raw,per_domain,ALL,ece,0.02457731688107109,7618.0,4.0
2024,24h,raw,per_domain,ALL,log_loss,0.49144044814982224,7618.0,4.0
2024,24h,raw,per_domain,Entertainment,brier,0.13612891156462587,294.0,3.0
2024,24h,raw,per_domain,Entertainment,ece,0.09268707482993195,294.0,3.0
2024,24h,raw,per_domain,Entertainment,log_loss,0.42839175867612245,294.0,3.0
2024,24h,raw,per_domain,Finance,brier,0.13112823390431183,1693.0,4.0
2024,24h,raw,per_domain,Finance,ece,0.04132900177200229,1693.0,4.0
2024,24h,raw,per_domain,Finance,log_loss,0.42318103445178795,1693.0,4.0
2024,24h,raw,per_domain,Weather,brier,0.17089843722251816,5631.0,4.0
2024,24h,raw,per_domain,Weather,ece,0.028135322322855556,5631.0,4.0
2024,24h,raw,per_domain,Weather,log_loss,0.5152549574902661,5631.0,4.0
2024,24h,raw,pooled,ALL,brier,0.1583089621518686,8402.0,4.0
2024,24h,raw,pooled,ALL,ece,0.02294810759343006,8402.0,4.0
2024,24h,raw,pooled,ALL,log_loss,0.48545932180010876,8402.0,4.0
2024,24h,raw,pooled,Crypto,brier,0.14408792792792782,555.0,4.0
2024,24h,raw,pooled,Crypto,ece,0.0673465703971119,554.0,3.0
2024,24h,raw,pooled,Crypto,log_loss,0.45241367379991904,555.0,4.0
2024,24h,raw,pooled,Entertainment,brier,0.12824364089775558,401.0,4.0
2024,24h,raw,pooled,Entertainment,ece,0.0927431421446384,401.0,4.0
2024,24h,raw,pooled,Entertainment,log_loss,0.40589106310434214,401.0,4.0
2024,24h,raw,pooled,Finance,brier,0.13112823390431183,1693.0,4.0
2024,24h,raw,pooled,Finance,ece,0.04132900177200229,1693.0,4.0
2024,24h,raw,pooled,Finance,log_loss,0.42318103445178795,1693.0,4.0
2024,24h,raw,pooled,Politics,brier,0.1399362318840579,69.0,4.0
2024,24h,raw,pooled,Politics,ece,0.21999999999999992,29.0,1.0
2024,24h,raw,pooled,Politics,log_loss,0.45047289112356426,69.0,4.0
2024,24h,raw,pooled,Sports,brier,0.08929433962264144,53.0,4.0
2024,24h,raw,pooled,Sports,ece,0.1564864864864864,37.0,1.0
2024,24h,raw,pooled,Sports,log_loss,0.30280245393634087,53.0,4.0
2024,24h,raw,pooled,Weather,brier,0.17089843722251816,5631.0,4.0
2024,24h,raw,pooled,Weather,ece,0.028135322322855556,5631.0,4.0
2024,24h,raw,pooled,Weather,log_loss,0.5152549574902661,5631.0,4.0
2024,24h,venn_abers,per_domain,ALL,brier,0.16122452688957578,7618.0,4.0
2024,24h,venn_abers,per_domain,ALL,ece,0.02235356547390753,7618.0,4.0
2024,24h,venn_abers,per_domain,ALL,log_loss,0.493354636306399,7618.0,4.0
2024,24h,venn_abers,per_domain,Entertainment,brier,0.132454515554213,294.0,3.0
2024,24h,venn_abers,per_domain,Entertainment,ece,0.08960997818145518,294.0,3.0
2024,24h,venn_abers,per_domain,Entertainment,log_loss,0.4249358220430043,294.0,3.0
2024,24h,venn_abers,per_domain,Finance,brier,0.13324070873415267,1693.0,4.0
2024,24h,venn_abers,per_domain,Finance,ece,0.036221549192882174,1693.0,4.0
2024,24h,venn_abers,per_domain,Finance,log_loss,0.4281278393768561,1693.0,4.0
2024,24h,venn_abers,per_domain,Weather,brier,0.17114017019799838,5631.0,4.0
2024,24h,venn_abers,per_domain,Weather,ece,0.026980838358207925,5631.0,4.0
2024,24h,venn_abers,per_domain,Weather,log_loss,0.5165377474048102,5631.0,4.0
2024,24h,venn_abers,pooled,ALL,brier,0.1586588812112444,8402.0,4.0
2024,24h,venn_abers,pooled,ALL,ece,0.022861738018463,8402.0,4.0
2024,24h,venn_abers,pooled,ALL,log_loss,0.4869407979817553,8402.0,4.0
2024,24h,venn_abers,pooled,Crypto,brier,0.14517427518709944,555.0,4.0
2024,24h,venn_abers,pooled,Crypto,ece,0.07627333404022979,554.0,3.0
2024,24h,venn_abers,pooled,Crypto,log_loss,0.4557519458801747,555.0,4.0
2024,24h,venn_abers,pooled,Entertainment,brier,0.1274109831434111,401.0,4.0
2024,24h,venn_abers,pooled,Entertainment,ece,0.10194957249386206,401.0,4.0
2024,24h,venn_abers,pooled,Entertainment,log_loss,0.4084054295286938,401.0,4.0
2024,24h,venn_abers,pooled,Finance,brier,0.13152234981790972,1693.0,4.0
2024,24h,venn_abers,pooled,Finance,ece,0.03304564851543098,1693.0,4.0
2024,24h,venn_abers,pooled,Finance,log_loss,0.4234432066269838,1693.0,4.0
2024,24h,venn_abers,pooled,Politics,brier,0.14116999436415945,69.0,4.0
2024,24h,venn_abers,pooled,Politics,ece,0.2172515054998237,29.0,1.0
2024,24h,venn_abers,pooled,Politics,log_loss,0.4600012581429376,69.0,4.0
2024,24h,venn_abers,pooled,Sports,brier,0.09169814896738046,53.0,4.0
2024,24h,venn_abers,pooled,Sports,ece,0.1505448402722806,37.0,1.0
2024,24h,venn_abers,pooled,Sports,log_loss,0.30932184004588936,53.0,4.0
2024,24h,venn_abers,pooled,Weather,brier,0.1712165375989003,5631.0,4.0
2024,24h,venn_abers,pooled,Weather,ece,0.025707222698766484,5631.0,4.0
2024,24h,venn_abers,pooled,Weather,log_loss,0.5167004411799728,5631.0,4.0
2025,1w,binning10,per_domain,ALL,brier,0.15881564268946008,3539.0,3.0
2025,1w,binning10,per_domain,ALL,ece,0.03754078794168097,3539.0,3.0
2025,1w,binning10,per_domain,ALL,log_loss,0.49655802943887345,3539.0,3.0
2025,1w,binning10,per_domain,Entertainment,brier,0.1567784260576005,979.0,3.0
2025,1w,binning10,per_domain,Entertainment,ece,0.07468169615931987,979.0,3.0
2025,1w,binning10,per_domain,Entertainment,log_loss,0.5040875362922522,979.0,3.0
2025,1w,binning10,per_domain,Finance,brier,0.12809308992847163,550.0,3.0
2025,1w,binning10,per_domain,Finance,ece,0.07744800493119795,550.0,3.0
2025,1w,binning10,per_domain,Finance,log_loss,0.39913995523618745,550.0,3.0
2025,1w,binning10,per_domain,Politics,brier,0.16777555856168286,414.0,2.0
2025,1w,binning10,per_domain,Politics,ece,0.07069835109176426,414.0,2.0
2025,1w,binning10,per_domain,Politics,log_loss,0.5085392441553426,414.0,2.0
2025,1w,binning10,per_domain,Sports,brier,0.16784867923381336,1501.0,2.0
2025,1w,binning10,per_domain,Sports,ece,0.02776293861383324,1501.0,2.0
2025,1w,binning10,per_domain,Sports,log_loss,0.5159929323641413,1501.0,2.0
2025,1w,binning10,per_domain,Weather,brier,0.17590875928903685,95.0,3.0
2025,1w,binning10,per_domain,Weather,ece,0.1371968382494698,95.0,3.0
2025,1w,binning10,per_domain,Weather,log_loss,0.6236795180554429,95.0,3.0
2025,1w,binning10,pooled,ALL,brier,0.15940082417334575,4011.0,3.0
2025,1w,binning10,pooled,ALL,ece,0.03468029095399693,4011.0,3.0
2025,1w,binning10,pooled,ALL,log_loss,0.4847239701752087,4011.0,3.0
2025,1w,binning10,pooled,Crypto,brier,0.1773265192172794,73.0,3.0
2025,1w,binning10,pooled,Crypto,ece,0.24585450451254398,63.0,2.0
2025,1w,binning10,pooled,Crypto,log_loss,0.5228360006005839,73.0,3.0
2025,1w,binning10,pooled,Entertainment,brier,0.15437022785405477,979.0,3.0
2025,1w,binning10,pooled,Entertainment,ece,0.05232324176957307,979.0,3.0
2025,1w,binning10,pooled,Entertainment,log_loss,0.47599544866709925,979.0,3.0
2025,1w,binning10,pooled,Finance,brier,0.1277889541415287,550.0,3.0
2025,1w,binning10,pooled,Finance,ece,0.07469442180237605,550.0,3.0
2025,1w,binning10,pooled,Finance,log_loss,0.400398708318921,550.0,3.0
2025,1w,binning10,pooled,Politics,brier,0.18537794634708962,657.0,3.0
2025,1w,binning10,pooled,Politics,ece,0.09638657014564202,657.0,3.0
2025,1w,binning10,pooled,Politics,log_loss,0.5599928849381076,657.0,3.0
2025,1w,binning10,pooled,Sports,brier,0.16100683962671897,1657.0,3.0
2025,1w,binning10,pooled,Sports,ece,0.05152840708062343,1657.0,3.0
2025,1w,binning10,pooled,Sports,log_loss,0.4846132144063158,1657.0,3.0
2025,1w,binning10,pooled,Weather,brier,0.17281945261006992,95.0,3.0
2025,1w,binning10,pooled,Weather,ece,0.14081285315929118,95.0,3.0
2025,1w,binning10,pooled,Weather,log_loss,0.5149743245560084,95.0,3.0
2025,1w,conformal_marginal,pooled,ALL,avg_set_size,1.3398155073547744,4011.0,3.0
2025,1w,conformal_marginal,pooled,ALL,coverage,0.9007728745948641,4011.0,3.0
2025,1w,conformal_marginal,pooled,Crypto,avg_set_size,1.4657534246575343,73.0,3.0
2025,1w,conformal_marginal,pooled,Crypto,coverage,0.9452054794520548,73.0,3.0
2025,1w,conformal_marginal,pooled,Entertainment,avg_set_size,1.3013278855975485,979.0,3.0
2025,1w,conformal_marginal,pooled,Entertainment,coverage,0.8958120531154239,979.0,3.0
2025,1w,conformal_marginal,pooled,Finance,avg_set_size,1.22,550.0,3.0
2025,1w,conformal_marginal,pooled,Finance,coverage,0.9,550.0,3.0
2025,1w,conformal_marginal,pooled,Politics,avg_set_size,1.2709284627092847,657.0,3.0
2025,1w,conformal_marginal,pooled,Politics,coverage,0.8432267884322678,657.0,3.0
2025,1w,conformal_marginal,pooled,Sports,avg_set_size,1.427278213639107,1657.0,3.0
2025,1w,conformal_marginal,pooled,Sports,coverage,0.9269764634882317,1657.0,3.0
2025,1w,conformal_marginal,pooled,Weather,avg_set_size,1.2842105263157895,95.0,3.0
2025,1w,conformal_marginal,pooled,Weather,coverage,0.8631578947368421,95.0,3.0
2025,1w,conformal_mondrian,per_domain,ALL,avg_set_size,1.3151333831962104,4011.0,3.0
2025,1w,conformal_mondrian,per_domain,ALL,coverage,0.9002742458239841,4011.0,3.0
2025,1w,conformal_mondrian,per_domain,Crypto,avg_set_size,1.4246575342465753,73.0,3.0
2025,1w,conformal_mondrian,per_domain,Crypto,coverage,0.9315068493150684,73.0,3.0
2025,1w,conformal_mondrian,per_domain,Entertainment,avg_set_size,1.250255362614913,979.0,3.0
2025,1w,conformal_mondrian,per_domain,Entertainment,coverage,0.8835546475995915,979.0,3.0
2025,1w,conformal_mondrian,per_domain,Finance,avg_set_size,1.2527272727272727,550.0,3.0
2025,1w,conformal_mondrian,per_domain,Finance,coverage,0.9109090909090909,550.0,3.0
2025,1w,conformal_mondrian,per_domain,Politics,avg_set_size,1.386605783866058,657.0,3.0
2025,1w,conformal_mondrian,per_domain,Politics,coverage,0.8964992389649924,657.0,3.0
2025,1w,conformal_mondrian,per_domain,Sports,avg_set_size,1.3391671695835847,1657.0,3.0
2025,1w,conformal_mondrian,per_domain,Sports,coverage,0.9070609535304769,1657.0,3.0
2025,1w,conformal_mondrian,per_domain,Weather,avg_set_size,1.3473684210526315,95.0,3.0
2025,1w,conformal_mondrian,per_domain,Weather,coverage,0.8947368421052632,95.0,3.0
2025,1w,platt,per_domain,ALL,brier,0.1564213819178343,3539.0,3.0
2025,1w,platt,per_domain,ALL,ece,0.02812735108073913,3539.0,3.0
2025,1w,platt,per_domain,ALL,log_loss,0.47687164492445605,3539.0,3.0
2025,1w,platt,per_domain,Entertainment,brier,0.15440332992103317,979.0,3.0
2025,1w,platt,per_domain,Entertainment,ece,0.0615740300384773,979.0,3.0
2025,1w,platt,per_domain,Entertainment,log_loss,0.4766892397061925,979.0,3.0
2025,1w,platt,per_domain,Finance,brier,0.12921454691634418,550.0,3.0
2025,1w,platt,per_domain,Finance,ece,0.08215258500468521,550.0,3.0
2025,1w,platt,per_domain,Finance,log_loss,0.4021883732621213,550.0,3.0
2025,1w,platt,per_domain,Politics,brier,0.16857276829237905,414.0,2.0
2025,1w,platt,per_domain,Politics,ece,0.09986268581086084,414.0,2.0
2025,1w,platt,per_domain,Politics,log_loss,0.5090157688385026,414.0,2.0
2025,1w,platt,per_domain,Sports,brier,0.16353624700929806,1501.0,2.0
2025,1w,platt,per_domain,Sports,ece,0.04842506010164429,1501.0,2.0
2025,1w,platt,per_domain,Sports,log_loss,0.4932230560817174,1501.0,2.0
2025,1w,platt,per_domain,Weather,brier,0.16936186291087887,95.0,3.0
2025,1w,platt,per_domain,Weather,ece,0.14880868944494013,95.0,3.0
2025,1w,platt,per_domain,Weather,log_loss,0.5126952099297154,95.0,3.0
2025,1w,platt,pooled,ALL,brier,0.1579251010634927,4011.0,3.0
2025,1w,platt,pooled,ALL,ece,0.030947151658197457,4011.0,3.0
2025,1w,platt,pooled,ALL,log_loss,0.4799367535340556,4011.0,3.0
2025,1w,platt,pooled,Crypto,brier,0.1797678086369805,73.0,3.0
2025,1w,platt,pooled,Crypto,ece,0.26661273223558607,63.0,2.0
2025,1w,platt,pooled,Crypto,log_loss,0.5259091210374645,73.0,3.0
2025,1w,platt,pooled,Entertainment,brier,0.15350962548138186,979.0,3.0
2025,1w,platt,pooled,Entertainment,ece,0.05523744784886388,979.0,3.0
2025,1w,platt,pooled,Entertainment,log_loss,0.47065290696506945,979.0,3.0
2025,1w,platt,pooled,Finance,brier,0.12631047657182023,550.0,3.0
2025,1w,platt,pooled,Finance,ece,0.0723619906076173,550.0,3.0
2025,1w,platt,pooled,Finance,log_loss,0.3954335621035747,550.0,3.0
2025,1w,platt,pooled,Politics,brier,0.18433335956811228,657.0,3.0
2025,1w,platt,pooled,Politics,ece,0.1002621759824982,657.0,3.0
2025,1w,platt,pooled,Politics,log_loss,0.5534773120326891,657.0,3.0
2025,1w,platt,pooled,Sports,brier,0.1587230738367763,1657.0,3.0
2025,1w,platt,pooled,Sports,ece,0.044991533911566274,1657.0,3.0
2025,1w,platt,pooled,Sports,log_loss,0.4799113699086201,1657.0,3.0
2025,1w,platt,pooled,Weather,brier,0.17312309779586763,95.0,3.0
2025,1w,platt,pooled,Weather,ece,0.1493483589695915,95.0,3.0
2025,1w,platt,pooled,Weather,log_loss,0.5213638270477133,95.0,3.0
2025,1w,raw,per_domain,ALL,brier,0.15579643967222379,3539.0,3.0
2025,1w,raw,per_domain,ALL,ece,0.03056795705001409,3539.0,3.0
2025,1w,raw,per_domain,ALL,log_loss,0.4738769596974158,3539.0,3.0
2025,1w,raw,per_domain,Entertainment,brier,0.15285944841675175,979.0,3.0
2025,1w,raw,per_domain,Entertainment,ece,0.05325842696629211,979.0,3.0
2025,1w,raw,per_domain,Entertainment,log_loss,0.46871049635523976,979.0,3.0
2025,1w,raw,per_domain,Finance,brier,0.1280383636363636,550.0,3.0
2025,1w,raw,per_domain,Finance,ece,0.07870909090909085,550.0,3.0
2025,1w,raw,per_domain,Finance,log_loss,0.40168000363821815,550.0,3.0
2025,1w,raw,per_domain,Politics,brier,0.16762705314009657,414.0,2.0
2025,1w,raw,per_domain,Politics,ece,0.0826570048309178,414.0,2.0
2025,1w,raw,per_domain,Politics,log_loss,0.5003272814683138,414.0,2.0
2025,1w,raw,per_domain,Sports,brier,0.16381505662891402,1501.0,2.0
2025,1w,raw,per_domain,Sports,ece,0.04882078614257154,1501.0,2.0
2025,1w,raw,per_domain,Sports,log_loss,0.4942292345446718,1501.0,2.0
2025,1w,raw,per_domain,Weather,brier,0.16851684210526313,95.0,3.0
2025,1w,raw,per_domain,Weather,ece,0.14368421052631575,95.0,3.0
2025,1w,raw,per_domain,Weather,log_loss,0.5082674405991608,95.0,3.0
2025,1w,raw,pooled,ALL,brier,0.1574953378209922,4011.0,3.0
2025,1w,raw,pooled,ALL,ece,0.029788082772375896,4011.0,3.0
2025,1w,raw,pooled,ALL,log_loss,0.4790424456456899,4011.0,3.0
2025,1w,raw,pooled,Crypto,brier,0.16854246575342466,73.0,3.0
2025,1w,raw,pooled,Crypto,ece,0.24904761904761905,63.0,2.0
2025,1w,raw,pooled,Crypto,log_loss,0.5026221875181945,73.0,3.0
2025,1w,raw,pooled,Entertainment,brier,0.15285944841675175,979.0,3.0
2025,1w,raw,pooled,Entertainment,ece,0.05325842696629211,979.0,3.0
2025,1w,raw,pooled,Entertainment,log_loss,0.46871049635523976,979.0,3.0
2025,1w,raw,pooled,Finance,brier,0.1280383636363636,550.0,3.0
2025,1w,raw,pooled,Finance,ece,0.07870909090909085,550.0,3.0
2025,1w,raw,pooled,Finance,log_loss,0.40168000363821815,550.0,3.0
2025,1w,raw,pooled,Politics,brier,0.18151217656012172,657.0,3.0
2025,1w,raw,pooled,Politics,ece,0.08926940639269401,657.0,3.0
2025,1w,raw,pooled,Politics,log_loss,0.5427795677617783,657.0,3.0
2025,1w,raw,pooled,Sports,brier,0.1593706095353047,1657.0,3.0
2025,1w,raw,pooled,Sports,ece,0.05214846107423047,1657.0,3.0
2025,1w,raw,pooled,Sports,log_loss,0.4828392691531838,1657.0,3.0
2025,1w,raw,pooled,Weather,brier,0.16851684210526313,95.0,3.0
2025,1w,raw,pooled,Weather,ece,0.14368421052631575,95.0,3.0
2025,1w,raw,pooled,Weather,log_loss,0.5082674405991608,95.0,3.0
2025,1w,venn_abers,per_domain,ALL,brier,0.15766125032589076,3539.0,3.0
2025,1w,venn_abers,per_domain,ALL,ece,0.039460159612130286,3539.0,3.0
