test_quarter,tau,domain,method,bin,lo,hi,n,mean_p,mean_y
2025Q1,24h,Politics,platt,7,0.7160055233700833,0.8222439962684409,23,0.7708088844185342,0.6086956521739131
2025Q1,24h,Politics,platt,8,0.8222439962684409,0.9128912912818488,24,0.8651908805064382,0.8333333333333334
2025Q1,24h,Politics,platt,9,0.9128912912818488,0.9524166939002443,28,0.9344512687609964,0.9642857142857143
2025Q1,24h,Sports,platt,0,0.045471942145195524,0.06718771839619299,42,0.054447761516691534,0.0
2025Q1,24h,Sports,platt,1,0.06718771839619299,0.11228821552128246,39,0.08685616388706108,0.05128205128205128
2025Q1,24h,Sports,platt,2,0.11228821552128246,0.18076408267185778,38,0.1420625276403108,0.05263157894736842
2025Q1,24h,Sports,platt,3,0.18076408267185778,0.26237423370351115,47,0.2264155912725208,0.2127659574468085
2025Q1,24h,Sports,platt,4,0.26237423370351115,0.36129838891781824,40,0.30591727680352043,0.225
2025Q1,24h,Sports,platt,5,0.36129838891781824,0.4633058293731809,40,0.4071253860005113,0.25
2025Q1,24h,Sports,platt,6,0.4633058293731809,0.5762239467818648,41,0.5083359928092084,0.4878048780487805
2025Q1,24h,Sports,platt,7,0.5762239467818648,0.6995873027735668,42,0.6305764461509464,0.6190476190476191
2025Q1,24h,Sports,platt,8,0.6995873027735668,0.8323940901723346,42,0.7549392452694832,0.8095238095238095
2025Q1,24h,Sports,platt,9,0.8323940901723346,0.9524166939002443,43,0.9115609169754941,0.9302325581395349
2025Q1,24h,Politics,venn_abers,0,0.05100182149362477,0.0815450643776824,20,0.05100182149362477,0.1
2025Q1,24h,Politics,venn_abers,1,0.0815450643776824,0.1101871101871102,16,0.08236361222954736,0.125
2025Q1,24h,Politics,venn_abers,2,0.1101871101871102,0.19444444444444445,33,0.12261730974129868,0.09090909090909091
2025Q1,24h,Politics,venn_abers,3,0.19444444444444445,0.2911392405063291,26,0.22373963239901842,0.15384615384615385
2025Q1,24h,Politics,venn_abers,4,0.2911392405063291,0.3628318584070797,23,0.32454864992141796,0.30434782608695654
2025Q1,24h,Politics,venn_abers,5,0.3628318584070797,0.6184932460660082,31,0.4202497721458694,0.5161290322580645
2025Q1,24h,Politics,venn_abers,6,0.6184932460660082,0.7183555299462845,25,0.6706633343018688,0.52
2025Q1,24h,Politics,venn_abers,7,0.7183555299462845,0.872093023255814,19,0.7597614597492788,0.6842105263157895
2025Q1,24h,Politics,venn_abers,8,0.872093023255814,0.930780209324453,28,0.8791556683202113,0.75
2025Q1,24h,Politics,venn_abers,9,0.930780209324453,0.9444444444444444,28,0.9356805721540284,0.9642857142857143
2025Q1,24h,Sports,venn_abers,0,0.05100182149362477,0.0815450643776824,27,0.05100182149362477,0.0
2025Q1,24h,Sports,venn_abers,1,0.0815450643776824,0.11522633744855967,54,0.09161297974477327,0.037037037037037035
2025Q1,24h,Sports,venn_abers,2,0.11522633744855967,0.19444444444444445,38,0.14379574021408073,0.05263157894736842
2025Q1,24h,Sports,venn_abers,3,0.19444444444444445,0.2409346698928455,47,0.22152630128718265,0.2127659574468085
2025Q1,24h,Sports,venn_abers,4,0.2409346698928455,0.3628318584070797,40,0.31504609856805377,0.225
2025Q1,24h,Sports,venn_abers,5,0.3628318584070797,0.43609022556390975,37,0.3924075086297534,0.24324324324324326
2025Q1,24h,Sports,venn_abers,6,0.43609022556390975,0.6526315789473683,44,0.4861947896808154,0.4772727272727273
2025Q1,24h,Sports,venn_abers,7,0.6526315789473683,0.7024596667548269,38,0.663354749596082,0.6578947368421053
2025Q1,24h,Sports,venn_abers,8,0.7024596667548269,0.872093023255814,42,0.735088573172037,0.7619047619047619
2025Q1,24h,Sports,venn_abers,9,0.872093023255814,0.9444444444444444,47,0.9097564555273525,0.9148936170212766
2025Q2,24h,Politics,raw,0,0.05,0.126,41,0.08073170731707317,0.07317073170731707
2025Q2,24h,Politics,raw,1,0.126,0.24,39,0.18282051282051287,0.10256410256410256
2025Q2,24h,Politics,raw,2,0.24,0.3,41,0.25975609756097556,0.2682926829268293
2025Q2,24h,Politics,raw,3,0.3,0.38,41,0.33,0.3902439024390244
2025Q2,24h,Politics,raw,4,0.38,0.49,38,0.4242105263157895,0.42105263157894735
2025Q2,24h,Politics,raw,5,0.49,0.58,41,0.5319512195121952,0.5853658536585366
2025Q2,24h,Politics,raw,6,0.58,0.65,38,0.6113157894736843,0.5789473684210527
2025Q2,24h,Politics,raw,7,0.65,0.74,41,0.6863414634146342,0.5365853658536586
2025Q2,24h,Politics,raw,8,0.74,0.8440000000000003,46,0.7791304347826088,0.6956521739130435
2025Q2,24h,Politics,raw,9,0.8440000000000003,0.95,41,0.9090243902439025,0.8536585365853658
2025Q2,24h,Sports,raw,0,0.05,0.12,169,0.07467455621301775,0.07100591715976332
2025Q2,24h,Sports,raw,1,0.12,0.21,178,0.1635955056179775,0.20224719101123595
2025Q2,24h,Sports,raw,2,0.21,0.28,189,0.242010582010582,0.24867724867724866
2025Q2,24h,Sports,raw,3,0.28,0.36,193,0.31580310880829016,0.3005181347150259
2025Q2,24h,Sports,raw,4,0.36,0.44,184,0.3978260869565218,0.3423913043478261
2025Q2,24h,Sports,raw,5,0.44,0.52,184,0.47211956521739135,0.45652173913043476
