variant,variant_label,method,domain,tau,fit_scope,metric,value,primary_value,delta_vs_primary,n_test,primary_n_test,n_quarters
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Entertainment,1w,per_domain,ece,0.09342244798206213,0.06802498509227702,0.025397462889785116,443.0,561.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Entertainment,1w,per_domain,ece,0.06523702031602709,0.047415329768270925,0.01782169054775616,443.0,561.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Entertainment,1w,per_domain,ece,0.08817335674229995,0.07151207594708969,0.01666128079521026,443.0,561.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,ALL,1w,per_domain,ece,0.04870924449459305,0.03576816538422392,0.012941079110369132,2362.0,2945.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,ALL,1w,per_domain,ece,0.022019202020628594,0.024447490622752758,-0.0024282886021241637,2362.0,2945.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,ALL,1w,per_domain,ece,0.02576629974597796,0.025507640067911678,0.00025865967806628157,2362.0,2945.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,ALL,1w,per_domain,ece,0.036341826824940686,0.040036432646552385,-0.003694605821611699,2362.0,2945.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Sports,1w,pooled,ece,0.06467213653616281,0.04886983176471512,0.015802304771447694,1273.0,1501.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Sports,1w,pooled,ece,0.04489822393693302,0.042094600380041265,0.002803623556891753,1273.0,1501.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Sports,1w,pooled,ece,0.05054988216810681,0.04882078614257154,0.0017290960255352678,1273.0,1501.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Sports,1w,pooled,ece,0.05530355924943088,0.04471786438190376,0.01058569486752712,1273.0,1501.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Crypto,1w,pooled,ece,0.31427899676906745,0.24585450451254398,0.06842449225652347,35.0,63.0,1.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Crypto,1w,pooled,ece,0.32266168228843967,0.26661273223558607,0.0560489500528536,35.0,63.0,1.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Crypto,1w,pooled,ece,0.30914285714285716,0.24904761904761905,0.06009523809523812,35.0,63.0,1.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Crypto,1w,pooled,ece,0.32792968182273974,0.2568391130725292,0.07109056875021053,35.0,63.0,1.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Politics,1w,pooled,ece,0.09617286262980138,0.0847228171981125,0.011450045431688871,333.0,414.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Politics,1w,pooled,ece,0.10642594396828008,0.09100328791879535,0.015422656049484729,333.0,414.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Politics,1w,pooled,ece,0.09522522522522522,0.0826570048309178,0.012568220394307425,333.0,414.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Politics,1w,pooled,ece,0.09787309072219752,0.08950272917149589,0.00837036155070163,333.0,414.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Finance,1w,pooled,ece,0.08121293098009211,0.06765528154029227,0.01355764943979984,267.0,400.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Finance,1w,pooled,ece,0.11239048961169748,0.06643013262292646,0.04596035698877102,267.0,400.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Finance,1w,pooled,ece,0.12318352059925092,0.07814999999999994,0.045033520599250976,267.0,400.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Finance,1w,pooled,ece,0.09536097516273974,0.06164548959565794,0.0337154855670818,267.0,400.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Weather,1w,pooled,ece,0.20109606973310842,0.1257367408144085,0.07535932891869992,46.0,69.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Weather,1w,pooled,ece,0.25766995595873005,0.14127994858227347,0.11639000737645658,46.0,69.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Weather,1w,pooled,ece,0.25195652173913047,0.13275362318840572,0.11920289855072475,46.0,69.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Weather,1w,pooled,ece,0.22904424324459094,0.13415547016191862,0.09488877308267232,46.0,69.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Entertainment,1w,pooled,ece,0.07080455224156756,0.04335233126421639,0.02745222097735117,443.0,561.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Entertainment,1w,pooled,ece,0.07243851098841372,0.0527942667507351,0.019644244237678625,443.0,561.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Entertainment,1w,pooled,ece,0.06523702031602709,0.047415329768270925,0.01782169054775616,443.0,561.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Entertainment,1w,pooled,ece,0.06442745299855737,0.05681062704792147,0.007616825950635904,443.0,561.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,ALL,1w,pooled,ece,0.037016482974801805,0.028765588127132882,0.008250894847668923,2415.0,3008.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,ALL,1w,pooled,ece,0.031996177787842806,0.026840188104093023,0.005155989683749782,2415.0,3008.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,ALL,1w,pooled,ece,0.027590062111801213,0.026000664893616954,0.0015893972181842582,2415.0,3008.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,ALL,1w,pooled,ece,0.03775754145309482,0.03165679974713327,0.006100741705961546,2415.0,3008.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Sports,1w,per_domain,log_loss,0.5781140825400289,0.5159929323641413,0.062121150175887596,1273.0,1501.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Sports,1w,per_domain,log_loss,0.5600996532419947,0.4932230560817174,0.06687659716027733,1273.0,1501.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Sports,1w,per_domain,log_loss,0.5603000036718605,0.4942292345446718,0.06607076912718868,1273.0,1501.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Sports,1w,per_domain,log_loss,0.5697689874587568,0.49900567529833234,0.07076331216042447,1273.0,1501.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Politics,1w,per_domain,log_loss,0.572739033204284,0.5085392441553426,0.06419978904894141,333.0,414.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Politics,1w,per_domain,log_loss,0.5722840463594919,0.5090157688385026,0.06326827752098929,333.0,414.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Politics,1w,per_domain,log_loss,0.5729607155077338,0.5003272814683138,0.07263343403941991,333.0,414.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Politics,1w,per_domain,log_loss,0.5610596069988323,0.5061095134015936,0.05495009359723868,333.0,414.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Finance,1w,per_domain,log_loss,0.4915013798861927,0.37711052523537986,0.11439085465081283,267.0,400.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Finance,1w,per_domain,log_loss,0.4867621040274528,0.37709914148625684,0.10966296254119595,267.0,400.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Finance,1w,per_domain,log_loss,0.49208463352172527,0.38218115005603026,0.109903483465695,267.0,400.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Finance,1w,per_domain,log_loss,0.4856006641719782,0.3811781279636904,0.10442253620828784,267.0,400.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Weather,1w,per_domain,log_loss,0.9235627904245176,0.6950691083832664,0.2284936820412512,46.0,69.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Weather,1w,per_domain,log_loss,0.6455040681126506,0.5067812119735211,0.1387228561391295,46.0,69.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Weather,1w,per_domain,log_loss,0.673655312584308,0.5131965512374482,0.16045876134685977,46.0,69.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Weather,1w,per_domain,log_loss,0.6675911397624309,0.5158599556670267,0.1517311840954042,46.0,69.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Entertainment,1w,per_domain,log_loss,0.6038068653073793,0.5197241620838845,0.08408270322349476,443.0,561.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Entertainment,1w,per_domain,log_loss,0.59012619400673,0.511847517089728,0.07827867691700208,443.0,561.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Entertainment,1w,per_domain,log_loss,0.570832710977508,0.4946017284655889,0.07623098251191907,443.0,561.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Entertainment,1w,per_domain,log_loss,0.5876782884808605,0.5073084638432528,0.08036982463760767,443.0,561.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,ALL,1w,per_domain,log_loss,0.579111991215408,0.500988072006976,0.07812391920843198,2362.0,2945.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,ALL,1w,per_domain,log_loss,0.5608221925775883,0.48353628277956234,0.07728590979802591,2362.0,2945.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,ALL,1w,per_domain,log_loss,0.5585569243990552,0.4803830788816387,0.07817384551741652,2362.0,2945.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,ALL,1w,per_domain,log_loss,0.5642907797314225,0.48597707759375963,0.07831370213766287,2362.0,2945.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Sports,1w,pooled,log_loss,0.5701011489224724,0.4981663871124087,0.07193476181006375,1273.0,1501.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Sports,1w,pooled,log_loss,0.5595635146079497,0.4918944943086919,0.06766902029925781,1273.0,1501.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Sports,1w,pooled,log_loss,0.5603000036718605,0.4942292345446718,0.06607076912718868,1273.0,1501.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Sports,1w,pooled,log_loss,0.5681120295620531,0.49834935025612354,0.06976267930592955,1273.0,1501.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Crypto,1w,pooled,log_loss,0.6078177463111343,0.5257977914190173,0.082019954892117,53.0,63.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Crypto,1w,pooled,log_loss,0.6046127416813621,0.5234647571531931,0.08114798452816907,53.0,63.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Crypto,1w,pooled,log_loss,0.5774668229195636,0.49664914592685566,0.08081767699270798,53.0,63.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Crypto,1w,pooled,log_loss,0.6163711636301503,0.5199542786799785,0.09641688495017187,53.0,63.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Politics,1w,pooled,log_loss,0.5665648725028892,0.5103715124274023,0.05619336007548692,333.0,414.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Politics,1w,pooled,log_loss,0.5780351731760046,0.5059325372535569,0.0721026359224477,333.0,414.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Politics,1w,pooled,log_loss,0.5729607155077338,0.5003272814683138,0.07263343403941991,333.0,414.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Politics,1w,pooled,log_loss,0.5710287638854495,0.5056405665564576,0.06538819732899193,333.0,414.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Finance,1w,pooled,log_loss,0.47962378516335646,0.3796669712488857,0.09995681391447075,267.0,400.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Finance,1w,pooled,log_loss,0.4826301481678689,0.37281874308730706,0.10981140508056186,267.0,400.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Finance,1w,pooled,log_loss,0.49208463352172527,0.38218115005603026,0.109903483465695,267.0,400.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Finance,1w,pooled,log_loss,0.4904065083776644,0.3822014413306844,0.10820506704698002,267.0,400.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Weather,1w,pooled,log_loss,0.7011820407501778,0.5234949639237829,0.17768707682639484,46.0,69.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Weather,1w,pooled,log_loss,0.6955516274328787,0.5293138205560235,0.1662378068768552,46.0,69.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Weather,1w,pooled,log_loss,0.673655312584308,0.5131965512374482,0.16045876134685977,46.0,69.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Weather,1w,pooled,log_loss,0.7108612229257846,0.5314852503633745,0.1793759725624101,46.0,69.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Entertainment,1w,pooled,log_loss,0.5792534725402156,0.49824352505820696,0.08100994748200868,443.0,561.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Entertainment,1w,pooled,log_loss,0.5736714178831905,0.4977542377202539,0.07591718016293664,443.0,561.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Entertainment,1w,pooled,log_loss,0.570832710977508,0.4946017284655889,0.07623098251191907,443.0,561.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Entertainment,1w,pooled,log_loss,0.5773297569072499,0.5016604926370826,0.07566926427016729,443.0,561.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,ALL,1w,pooled,log_loss,0.5646138378984263,0.48526242441091,0.07935141348751634,2415.0,3008.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,ALL,1w,pooled,log_loss,0.559771678930695,0.4806044761620084,0.0791672027686866,2415.0,3008.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,ALL,1w,pooled,log_loss,0.5589719242423625,0.48072375781243937,0.07824816642992316,2415.0,3008.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,ALL,1w,pooled,log_loss,0.5653921739047951,0.4857377938904267,0.07965438001436842,2415.0,3008.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",conformal_mondrian,Sports,24h,per_domain,avg_set_size,1.590395846852693,1.4839845124956004,0.10641133435709271,7705.0,8523.0,7.0
price_10_90,"price in [0.10, 0.90], trades >= 10",conformal_mondrian,Crypto,24h,per_domain,avg_set_size,1.6103225806451613,1.4414364640883979,0.16888611655676344,1550.0,1810.0,7.0
price_10_90,"price in [0.10, 0.90], trades >= 10",conformal_mondrian,Politics,24h,per_domain,avg_set_size,1.6253902185223725,1.4707874682472482,0.15460275027512438,961.0,1181.0,11.0
price_10_90,"price in [0.10, 0.90], trades >= 10",conformal_mondrian,Finance,24h,per_domain,avg_set_size,1.3896206533192834,1.2654297614539947,0.12419089186528876,3796.0,5282.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",conformal_mondrian,Weather,24h,per_domain,avg_set_size,1.4776358813005122,1.3859138835506155,0.09172199774989664,16209.0,19253.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",conformal_mondrian,Entertainment,24h,per_domain,avg_set_size,1.4170702179176755,1.2638223770134958,0.15324784090417976,1652.0,2297.0,12.0
price_10_90,"price in [0.10, 0.90], trades >= 10",conformal_mondrian,ALL,24h,per_domain,avg_set_size,1.502180528974367,1.3890366661451,0.11314386282926714,31873.0,38346.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",conformal_marginal,Sports,24h,pooled,avg_set_size,1.5868916288124595,1.4993546873166725,0.08753694149578695,7705.0,8523.0,7.0
price_10_90,"price in [0.10, 0.90], trades >= 10",conformal_marginal,Crypto,24h,pooled,avg_set_size,1.4380645161290322,1.3574585635359115,0.08060595259312064,1550.0,1810.0,7.0
price_10_90,"price in [0.10, 0.90], trades >= 10",conformal_marginal,Politics,24h,pooled,avg_set_size,1.5088449531737773,1.3751058425063505,0.13373911066742683,961.0,1181.0,11.0
price_10_90,"price in [0.10, 0.90], trades >= 10",conformal_marginal,Finance,24h,pooled,avg_set_size,1.2644889357218125,1.174176448315032,0.09031248740678044,3796.0,5282.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",conformal_marginal,Weather,24h,pooled,avg_set_size,1.5155777654389537,1.41411728042383,0.10146048501512372,16209.0,19253.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",conformal_marginal,Entertainment,24h,pooled,avg_set_size,1.3577481840193704,1.2398781018720069,0.1178700821473635,1652.0,2297.0,12.0
price_10_90,"price in [0.10, 0.90], trades >= 10",conformal_marginal,ALL,24h,pooled,avg_set_size,1.4907602045618549,1.3856986387106869,0.10506156585116799,31873.0,38346.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Sports,24h,per_domain,brier,0.21046808757153068,0.19703021121609482,0.013437876355435863,7346.0,8056.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Sports,24h,per_domain,brier,0.2090956243037475,0.19531884004403613,0.013776784259711378,7346.0,8056.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Sports,24h,per_domain,brier,0.20854857065069424,0.19450662859980133,0.014041942050892903,7346.0,8056.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Sports,24h,per_domain,brier,0.2098298718996377,0.19566167624925304,0.014168195650384657,7346.0,8056.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Crypto,24h,per_domain,brier,0.2192498576671943,0.21233016925139203,0.006919688415802261,1122.0,1255.0,3.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Crypto,24h,per_domain,brier,0.21737253507160695,0.2087109501928792,0.008661584878727757,1122.0,1255.0,3.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Crypto,24h,per_domain,brier,0.21549625668449196,0.2075482071713147,0.007948049513177263,1122.0,1255.0,3.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Crypto,24h,per_domain,brier,0.21858721457296312,0.21008495064353075,0.008502263929432374,1122.0,1255.0,3.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Politics,24h,per_domain,brier,0.20057924334441285,0.18020867162256524,0.020370571721847613,722.0,850.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Politics,24h,per_domain,brier,0.19800931782962608,0.17384593999229395,0.024163377837332134,722.0,850.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Politics,24h,per_domain,brier,0.196442243767313,0.17258705882352943,0.02385518494378358,722.0,850.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Politics,24h,per_domain,brier,0.2012840271446428,0.1769070274529432,0.024376999691699597,722.0,850.0,2.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Finance,24h,per_domain,brier,0.16869137695153646,0.14326308111442515,0.025428295837111314,3626.0,5042.0,13.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Finance,24h,per_domain,brier,0.16592586376869745,0.1402908654174998,0.025634998351197646,3626.0,5042.0,13.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Finance,24h,per_domain,brier,0.165269277440706,0.13977288774295915,0.02549638969774684,3626.0,5042.0,13.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Finance,24h,per_domain,brier,0.16678035284471182,0.1409089945652956,0.025871358279416223,3626.0,5042.0,13.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Weather,24h,per_domain,brier,0.1869889866032467,0.16605783433408103,0.02093115226916567,16209.0,19253.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Weather,24h,per_domain,brier,0.1855799375927749,0.16460507076801312,0.020974866824761795,16209.0,19253.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Weather,24h,per_domain,brier,0.18544007033129742,0.16451986183971326,0.020920208491584158,16209.0,19253.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Weather,24h,per_domain,brier,0.18607443567181436,0.16508851625468468,0.020985919417129684,16209.0,19253.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Entertainment,24h,per_domain,brier,0.18786270499397684,0.15123346929857076,0.036629235695406076,1500.0,2124.0,5.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Entertainment,24h,per_domain,brier,0.18194984672237635,0.14960908673661927,0.032340759985757084,1500.0,2124.0,5.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Entertainment,24h,per_domain,brier,0.18200453333333333,0.14920357815442556,0.03280095517890777,1500.0,2124.0,5.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Entertainment,24h,per_domain,brier,0.1846455299412193,0.15088783221985366,0.03375769772136564,1500.0,2124.0,5.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,ALL,24h,per_domain,brier,0.19201600653454495,0.17079253534854275,0.021223471186002207,30525.0,36580.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,ALL,24h,per_domain,brier,0.19018864303059171,0.1688750010399245,0.02131364199066721,30525.0,36580.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,ALL,24h,per_domain,brier,0.1898013824733825,0.16848719518862765,0.021314187284754843,30525.0,36580.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,ALL,24h,per_domain,brier,0.19098399814759143,0.16948267249702706,0.021501325650564368,30525.0,36580.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Sports,24h,pooled,brier,0.20820257355541724,0.1934175716892497,0.014785001866167546,7705.0,8523.0,7.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Sports,24h,pooled,brier,0.20654979863044284,0.19098663263745874,0.015563165992984102,7705.0,8523.0,7.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Sports,24h,pooled,brier,0.2066961323815704,0.19111743517540766,0.015578697206162728,7705.0,8523.0,7.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Sports,24h,pooled,brier,0.2070688690467393,0.19144746322453465,0.015621405822204643,7705.0,8523.0,7.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Crypto,24h,pooled,brier,0.20792276198762472,0.1935705019518548,0.01435226003576992,1550.0,1810.0,7.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Crypto,24h,pooled,brier,0.20501338967718627,0.18904357134868974,0.015969818328496532,1550.0,1810.0,7.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Crypto,24h,pooled,brier,0.20385341935483872,0.18808939226519333,0.015764027089645388,1550.0,1810.0,7.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Crypto,24h,pooled,brier,0.20513808901883315,0.18920092253596119,0.015937166482871967,1550.0,1810.0,7.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Politics,24h,pooled,brier,0.19602829813053269,0.17205270520534185,0.02397559292519083,961.0,1181.0,11.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Politics,24h,pooled,brier,0.19383909735320412,0.16797692763856872,0.025862169714635397,961.0,1181.0,11.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Politics,24h,pooled,brier,0.19373631633714877,0.16795546147332766,0.025780854863821118,961.0,1181.0,11.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Politics,24h,pooled,brier,0.19454764799676413,0.16863980683731736,0.025907841159446776,961.0,1181.0,11.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Finance,24h,pooled,brier,0.16698182181561635,0.143101887557777,0.023879934257839353,3796.0,5282.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Finance,24h,pooled,brier,0.1657332259064104,0.140065390583733,0.025667835322677413,3796.0,5282.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Finance,24h,pooled,brier,0.16501604320337196,0.13959288148428625,0.025423161719085707,3796.0,5282.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Finance,24h,pooled,brier,0.1660914499820106,0.14054876059114807,0.025542689390862544,3796.0,5282.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Weather,24h,pooled,brier,0.18675155511542313,0.16648284390006104,0.020268711215362084,16209.0,19253.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Weather,24h,pooled,brier,0.18557847924683651,0.1646018229267883,0.02097665632004822,16209.0,19253.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Weather,24h,pooled,brier,0.18544007033129742,0.16451986183971326,0.020920208491584158,16209.0,19253.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Weather,24h,pooled,brier,0.18602227791866854,0.16502233813772027,0.020999939780948274,16209.0,19253.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,Entertainment,24h,pooled,brier,0.1814899184710936,0.150379589865875,0.031110328605218618,1652.0,2297.0,12.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,Entertainment,24h,pooled,brier,0.17890472653318523,0.1457891096352988,0.03311561689788642,1652.0,2297.0,12.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,Entertainment,24h,pooled,brier,0.17903571428571427,0.1458505877231171,0.03318512656259717,1652.0,2297.0,12.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,Entertainment,24h,pooled,brier,0.17930949257060413,0.14622627629532722,0.03308321627527691,1652.0,2297.0,12.0
price_10_90,"price in [0.10, 0.90], trades >= 10",binning10,ALL,24h,pooled,brier,0.19061916363759202,0.16973439468256946,0.02088476895502256,31873.0,38346.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",platt,ALL,24h,pooled,brier,0.18913286571358706,0.1672171950231146,0.021915670690472455,31873.0,38346.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",raw,ALL,24h,pooled,brier,0.1889597182568318,0.16709801283054293,0.021861705426288874,31873.0,38346.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",venn_abers,ALL,24h,pooled,brier,0.18957511035519897,0.16765136903421501,0.021923741320983958,31873.0,38346.0,14.0
price_10_90,"price in [0.10, 0.90], trades >= 10",conformal_mondrian,Sports,24h,per_domain,coverage,0.9126541207008436,0.9017951425554382,0.010858978145405374,7705.0,8523.0,7.0
price_10_90,"price in [0.10, 0.90], trades >= 10",conformal_mondrian,Crypto,24h,per_domain,coverage,0.9096774193548387,0.8895027624309392,0.020174656923899525,1550.0,1810.0,7.0
price_10_90,"price in [0.10, 0.90], trades >= 10",conformal_mondrian,Politics,24h,per_domain,coverage,0.9417273673257024,0.9297205757832345,0.012006791542467865,961.0,1181.0,11.0
price_10_90,"price in [0.10, 0.90], trades >= 10",conformal_mondrian,Finance,24h,per_domain,coverage,0.9035827186512118,0.9043922756531617,-0.0008095570019499565,3796.0,5282.0,14.0
