variant,variant_label,method,domain,tau,fit_scope,metric,value,primary_value,delta_vs_primary,n_test,primary_n_test,n_quarters
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Finance,1w,pooled,ece,0.06309265770973273,0.0741037475755336,-0.011011089865800877,859.0,660.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Finance,1w,pooled,ece,0.06939464493597206,0.07928787878787874,-0.009893233851906685,859.0,660.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Finance,1w,pooled,ece,0.05657377320638589,0.07046057836962064,-0.013886805163234747,859.0,660.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Weather,1w,pooled,ece,0.09768009815551845,0.12606694664475146,-0.028386848489233008,190.0,135.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Weather,1w,pooled,ece,0.10762938502478869,0.1428272031766699,-0.035197818151881194,190.0,135.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Weather,1w,pooled,ece,0.10342105263157894,0.1394074074074074,-0.035986354775828455,190.0,135.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Weather,1w,pooled,ece,0.10492913070068896,0.1408069198713792,-0.03587778917069023,190.0,135.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Entertainment,1w,pooled,ece,0.05270155814935569,0.05968811770010932,-0.0069865595507536266,1474.0,1134.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Entertainment,1w,pooled,ece,0.04984894480623355,0.06333105524488541,-0.013482110438651863,1474.0,1134.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Entertainment,1w,pooled,ece,0.051194029850746246,0.061816578483245135,-0.010622548632498889,1474.0,1134.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Entertainment,1w,pooled,ece,0.049426594154160994,0.0677736145115349,-0.0183470203573739,1474.0,1134.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,ALL,1w,pooled,ece,0.026481217941106965,0.036133466936540154,-0.00965224899543319,5735.0,4414.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,ALL,1w,pooled,ece,0.028150584025173953,0.03322906451599469,-0.0050784804908207345,5735.0,4414.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,ALL,1w,pooled,ece,0.0246050566695728,0.032424105120072426,-0.007819048450499626,5735.0,4414.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,ALL,1w,pooled,ece,0.028275545464638403,0.03790172362411999,-0.009626178159481587,5735.0,4414.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Sports,1w,per_domain,log_loss,0.4370741779363812,0.5159929323641413,-0.07891875442776014,1841.0,1501.0,2.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Sports,1w,per_domain,log_loss,0.4107163874301173,0.4932230560817174,-0.08250666865160011,1841.0,1501.0,2.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Sports,1w,per_domain,log_loss,0.4139550867852257,0.4942292345446718,-0.08027414775944614,1841.0,1501.0,2.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Sports,1w,per_domain,log_loss,0.417843079992332,0.49900567529833234,-0.08116259530600034,1841.0,1501.0,2.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Politics,1w,per_domain,log_loss,0.4446153420625859,0.5085392441553426,-0.06392390209275667,1028.0,414.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Politics,1w,per_domain,log_loss,0.39822742622353335,0.5090157688385026,-0.11078834261496928,1028.0,414.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Politics,1w,per_domain,log_loss,0.3832437763755381,0.5003272814683138,-0.11708350509277576,1028.0,414.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Politics,1w,per_domain,log_loss,0.38967637605760813,0.5061095134015936,-0.11643313734398547,1028.0,414.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Finance,1w,per_domain,log_loss,0.354891010646984,0.4054887805652072,-0.050597769918223234,859.0,660.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Finance,1w,per_domain,log_loss,0.32470259665702067,0.40627693699388817,-0.0815743403368675,859.0,660.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Finance,1w,per_domain,log_loss,0.3271217306065175,0.40703782347814055,-0.07991609287162305,859.0,660.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Finance,1w,per_domain,log_loss,0.32702078280074565,0.40810848112860143,-0.08108769832785578,859.0,660.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Weather,1w,per_domain,log_loss,0.45587922156326066,0.5551517747686544,-0.09927255320539374,190.0,135.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Weather,1w,per_domain,log_loss,0.36439233130470766,0.4753699058456654,-0.11097757454095775,190.0,135.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Weather,1w,per_domain,log_loss,0.3613803931148248,0.4684252389266601,-0.10704484581183532,190.0,135.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Weather,1w,per_domain,log_loss,0.36969265594482087,0.47931958547605213,-0.10962692953123127,190.0,135.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Entertainment,1w,per_domain,log_loss,0.40949297635024373,0.4889459181104882,-0.07945294176024448,1474.0,1134.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Entertainment,1w,per_domain,log_loss,0.38108882713268705,0.4604356801254106,-0.07934685299272354,1474.0,1134.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Entertainment,1w,per_domain,log_loss,0.37955975368666495,0.4582671861836964,-0.07870743249703144,1474.0,1134.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Entertainment,1w,per_domain,log_loss,0.3794637322152766,0.4633685379139364,-0.08390480569865982,1474.0,1134.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,ALL,1w,per_domain,log_loss,0.4185421384651807,0.4896132659893306,-0.0710711275241499,5392.0,3844.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,ALL,1w,per_domain,log_loss,0.3849009028350322,0.46969617909603134,-0.08479527626099914,5392.0,3844.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,ALL,1w,per_domain,log_loss,0.3830112824745202,0.468400347414781,-0.08538906494026077,5392.0,3844.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,ALL,1w,per_domain,log_loss,0.38581573130448416,0.47295955274443396,-0.08714382143994981,5392.0,3844.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Sports,1w,pooled,log_loss,0.40596731497462035,0.4809878821337483,-0.07502056715912797,2075.0,1697.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Sports,1w,pooled,log_loss,0.40102654934249915,0.4766267153816675,-0.07560016603916836,2075.0,1697.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Sports,1w,pooled,log_loss,0.4043483160302097,0.47952864390408034,-0.07518032787387063,2075.0,1697.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Sports,1w,pooled,log_loss,0.4064525587667086,0.4827431690849371,-0.07629061031822848,2075.0,1697.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Crypto,1w,pooled,log_loss,0.4691089200666771,0.5160020913197026,-0.046893171253025556,109.0,89.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Crypto,1w,pooled,log_loss,0.45674198496105706,0.5114174726628242,-0.05467548770176717,109.0,89.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Crypto,1w,pooled,log_loss,0.43714632040364193,0.49316677217130656,-0.056020451767664625,109.0,89.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Crypto,1w,pooled,log_loss,0.45603042220900564,0.502883382096958,-0.046852959887952406,109.0,89.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Politics,1w,pooled,log_loss,0.40675560982817055,0.5463258623511119,-0.13957025252294136,1028.0,699.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Politics,1w,pooled,log_loss,0.3913277603441287,0.5401066740007393,-0.1487789136566106,1028.0,699.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Politics,1w,pooled,log_loss,0.3832437763755381,0.5303563492252712,-0.14711257284973311,1028.0,699.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Politics,1w,pooled,log_loss,0.39037497822439526,0.5410104742901208,-0.15063549606572557,1028.0,699.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Finance,1w,pooled,log_loss,0.32612970092788124,0.40634233978027934,-0.0802126388523981,859.0,660.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Finance,1w,pooled,log_loss,0.3210623360847627,0.40160594325376037,-0.08054360716899767,859.0,660.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Finance,1w,pooled,log_loss,0.3271217306065175,0.40703782347814055,-0.07991609287162305,859.0,660.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Finance,1w,pooled,log_loss,0.3260850022832115,0.4083522752869089,-0.08226727300369735,859.0,660.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Weather,1w,pooled,log_loss,0.36313286513162873,0.4766218076015445,-0.11348894246991575,190.0,135.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Weather,1w,pooled,log_loss,0.36848389976844254,0.47671918393909346,-0.10823528417065092,190.0,135.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Weather,1w,pooled,log_loss,0.3613803931148248,0.4684252389266601,-0.10704484581183532,190.0,135.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Weather,1w,pooled,log_loss,0.3721251836950523,0.4819275953084894,-0.10980241161343707,190.0,135.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Entertainment,1w,pooled,log_loss,0.39037835402872,0.46585155445192417,-0.07547320042320416,1474.0,1134.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Entertainment,1w,pooled,log_loss,0.3805788887416683,0.45966136624345677,-0.07908247750178848,1474.0,1134.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Entertainment,1w,pooled,log_loss,0.37955975368666495,0.4582671861836964,-0.07870743249703144,1474.0,1134.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Entertainment,1w,pooled,log_loss,0.38206253406597285,0.463668637627465,-0.08160610356149217,1474.0,1134.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,ALL,1w,pooled,log_loss,0.38992470254112593,0.4768572611965397,-0.08693255865541377,5735.0,4414.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,ALL,1w,pooled,log_loss,0.38203621160213413,0.4718077158802758,-0.08977150427814168,5735.0,4414.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,ALL,1w,pooled,log_loss,0.38182689189497726,0.47121168994560914,-0.08938479805063188,5735.0,4414.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,ALL,1w,pooled,log_loss,0.3850693688148148,0.476327834752631,-0.09125846593781622,5735.0,4414.0,4.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_mondrian,Sports,24h,per_domain,avg_set_size,1.3495523959978937,1.4839845124956004,-0.1344321164977067,9495.0,8523.0,7.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_mondrian,Crypto,24h,per_domain,avg_set_size,1.3703140830800404,1.4414364640883979,-0.07112238100835744,1974.0,1810.0,7.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_mondrian,Politics,24h,per_domain,avg_set_size,1.1893265565438373,1.4707874682472482,-0.2814609117034108,1574.0,1181.0,13.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_mondrian,Finance,24h,per_domain,avg_set_size,1.1371479132871258,1.2654297614539947,-0.12828184816686883,6781.0,5282.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_mondrian,Weather,24h,per_domain,avg_set_size,1.3307838501830993,1.3859138835506155,-0.05513003336751621,21573.0,19253.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_mondrian,Entertainment,24h,per_domain,avg_set_size,1.0612873421619957,1.2638223770134958,-0.20253503485150004,3247.0,2297.0,12.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_mondrian,ALL,24h,per_domain,avg_set_size,1.2825239673864348,1.3890366661451,-0.10651269875866509,44644.0,38346.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_marginal,Sports,24h,pooled,avg_set_size,1.388309636650869,1.4993546873166725,-0.11104505066580361,9495.0,8523.0,7.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_marginal,Crypto,24h,pooled,avg_set_size,1.2917933130699089,1.3574585635359115,-0.06566525046600269,1974.0,1810.0,7.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_marginal,Politics,24h,pooled,avg_set_size,1.2407878017789074,1.3751058425063505,-0.13431804072744313,1574.0,1181.0,13.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_marginal,Finance,24h,pooled,avg_set_size,1.1212210588408789,1.174176448315032,-0.052955389474153236,6781.0,5282.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_marginal,Weather,24h,pooled,avg_set_size,1.3322671858341446,1.41411728042383,-0.0818500945896854,21573.0,19253.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_marginal,Entertainment,24h,pooled,avg_set_size,1.1416692331382814,1.2398781018720069,-0.09820886873372547,3247.0,2297.0,12.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_marginal,ALL,24h,pooled,avg_set_size,1.2932532927157065,1.3856986387106869,-0.09244534599498033,44644.0,38346.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Sports,24h,per_domain,brier,0.1818689606130835,0.19703021121609482,-0.015161250603011323,8827.0,8056.0,2.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Sports,24h,per_domain,brier,0.17981964755245902,0.19531884004403613,-0.015499192491577107,8827.0,8056.0,2.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Sports,24h,per_domain,brier,0.1787664325365356,0.19450662859980133,-0.015740196063265738,8827.0,8056.0,2.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Sports,24h,per_domain,brier,0.1798119009845139,0.19566167624925304,-0.01584977526473913,8827.0,8056.0,2.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Crypto,24h,per_domain,brier,0.20851693580830638,0.21233016925139203,-0.0038132334430856507,1301.0,1255.0,3.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Crypto,24h,per_domain,brier,0.20480689553603668,0.2087109501928792,-0.003904054656842515,1301.0,1255.0,3.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Crypto,24h,per_domain,brier,0.20381967717140662,0.2075482071713147,-0.003728529999908081,1301.0,1255.0,3.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Crypto,24h,per_domain,brier,0.20615275132213404,0.21008495064353075,-0.003932199321396712,1301.0,1255.0,3.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Politics,24h,per_domain,brier,0.1402061693911969,0.18020867162256524,-0.040002502231368336,1428.0,850.0,3.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Politics,24h,per_domain,brier,0.13508558592335618,0.17384593999229395,-0.03876035406893777,1428.0,850.0,3.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Politics,24h,per_domain,brier,0.13430588235294116,0.17258705882352943,-0.03828117647058826,1428.0,850.0,3.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Politics,24h,per_domain,brier,0.13778763767171479,0.1769070274529432,-0.03911938978122842,1428.0,850.0,3.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Finance,24h,per_domain,brier,0.11822082663452795,0.14326308111442515,-0.025042254479897205,6781.0,5042.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Finance,24h,per_domain,brier,0.11403075894973923,0.1402908654174998,-0.02626010646776057,6781.0,5042.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Finance,24h,per_domain,brier,0.11376329449933638,0.13977288774295915,-0.026009593243622772,6781.0,5042.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Finance,24h,per_domain,brier,0.11462615825120298,0.1409089945652956,-0.026282836314092617,6781.0,5042.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Weather,24h,per_domain,brier,0.15164017543268804,0.16605783433408103,-0.014417658901392988,21573.0,19253.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Weather,24h,per_domain,brier,0.14969843560158486,0.16460507076801312,-0.014906635166428261,21573.0,19253.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Weather,24h,per_domain,brier,0.14962312612988457,0.16451986183971326,-0.01489673570982869,21573.0,19253.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Weather,24h,per_domain,brier,0.1501542571529114,0.16508851625468468,-0.01493425910177329,21573.0,19253.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Entertainment,24h,per_domain,brier,0.11385662596506432,0.15123346929857076,-0.03737684333350644,3002.0,2124.0,6.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Entertainment,24h,per_domain,brier,0.11102636297394346,0.14960908673661927,-0.03858272376267581,3002.0,2124.0,6.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Entertainment,24h,per_domain,brier,0.11019370419720188,0.14920357815442556,-0.039009873957223676,3002.0,2124.0,6.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Entertainment,24h,per_domain,brier,0.11131425787041604,0.15088783221985366,-0.03957357434943762,3002.0,2124.0,6.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,ALL,24h,per_domain,brier,0.15127793577260812,0.17079253534854275,-0.019514599575934627,42912.0,36580.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,ALL,24h,per_domain,brier,0.14873723168473718,0.1688750010399245,-0.020137769355187324,42912.0,36580.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,ALL,24h,per_domain,brier,0.14832633296047726,0.16848719518862765,-0.02016086222815039,42912.0,36580.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,ALL,24h,per_domain,brier,0.14920973846112423,0.16948267249702706,-0.02027293403590283,42912.0,36580.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Sports,24h,pooled,brier,0.17504530442838692,0.1934175716892497,-0.018372267260862774,9495.0,8523.0,7.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Sports,24h,pooled,brier,0.17263586147834362,0.19098663263745874,-0.018350771159115126,9495.0,8523.0,7.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Sports,24h,pooled,brier,0.17273092153765135,0.19111743517540766,-0.018386513637756313,9495.0,8523.0,7.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Sports,24h,pooled,brier,0.17300537693212462,0.19144746322453465,-0.018442086292410037,9495.0,8523.0,7.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Crypto,24h,pooled,brier,0.17980799602766925,0.1935705019518548,-0.013762505924185542,1974.0,1810.0,7.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Crypto,24h,pooled,brier,0.17734768079767751,0.18904357134868974,-0.011695890551012222,1974.0,1810.0,7.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Crypto,24h,pooled,brier,0.17634209726443767,0.18808939226519333,-0.011747295000755664,1974.0,1810.0,7.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Crypto,24h,pooled,brier,0.17742801746793943,0.18920092253596119,-0.011772905068021755,1974.0,1810.0,7.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Politics,24h,pooled,brier,0.13356163560547307,0.17205270520534185,-0.03849106959986878,1574.0,1181.0,13.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Politics,24h,pooled,brier,0.12921459828812576,0.16797692763856872,-0.038762329350442964,1574.0,1181.0,13.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Politics,24h,pooled,brier,0.12920374841168994,0.16795546147332766,-0.038751713061637716,1574.0,1181.0,13.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Politics,24h,pooled,brier,0.12973827116628675,0.16863980683731736,-0.03890153567103061,1574.0,1181.0,13.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Finance,24h,pooled,brier,0.1167555365318096,0.143101887557777,-0.0263463510259674,6781.0,5282.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Finance,24h,pooled,brier,0.11410664152655174,0.140065390583733,-0.02595874905718125,6781.0,5282.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Finance,24h,pooled,brier,0.11376329449933638,0.13959288148428625,-0.025829586984949873,6781.0,5282.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Finance,24h,pooled,brier,0.11453237714261481,0.14054876059114807,-0.026016383448533256,6781.0,5282.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Weather,24h,pooled,brier,0.15195150064823507,0.16648284390006104,-0.014531343251825979,21573.0,19253.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Weather,24h,pooled,brier,0.14965979212877645,0.1646018229267883,-0.014942030798011846,21573.0,19253.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Weather,24h,pooled,brier,0.14962312612988457,0.16451986183971326,-0.01489673570982869,21573.0,19253.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Weather,24h,pooled,brier,0.15007324600787877,0.16502233813772027,-0.014949092129841496,21573.0,19253.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Entertainment,24h,pooled,brier,0.11263786436329727,0.150379589865875,-0.03774172550257772,3247.0,2297.0,12.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Entertainment,24h,pooled,brier,0.10750242382272446,0.1457891096352988,-0.038286685812574356,3247.0,2297.0,12.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Entertainment,24h,pooled,brier,0.10747640899291655,0.1458505877231171,-0.03837417873020055,3247.0,2297.0,12.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Entertainment,24h,pooled,brier,0.10774458998300825,0.14622627629532722,-0.03848168631231898,3247.0,2297.0,12.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,ALL,24h,pooled,brier,0.1492412491363536,0.16973439468256946,-0.02049314554621587,44644.0,38346.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,ALL,24h,pooled,brier,0.14658350072294207,0.1672171950231146,-0.020633694300172534,44644.0,38346.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,ALL,24h,pooled,brier,0.14648711136994894,0.16709801283054293,-0.020610901460593994,44644.0,38346.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,ALL,24h,pooled,brier,0.14696617391978406,0.16765136903421501,-0.020685195114430954,44644.0,38346.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_mondrian,Sports,24h,per_domain,coverage,0.8825697735650342,0.9017951425554382,-0.019225368990404057,9495.0,8523.0,7.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_mondrian,Crypto,24h,per_domain,coverage,0.8850050658561297,0.8895027624309392,-0.004497696574809473,1974.0,1810.0,7.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_mondrian,Politics,24h,per_domain,coverage,0.8837357052096569,0.9297205757832345,-0.045984870573577585,1574.0,1181.0,13.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_mondrian,Finance,24h,per_domain,coverage,0.9017843975814777,0.9043922756531617,-0.0026078780716840555,6781.0,5282.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_mondrian,Weather,24h,per_domain,coverage,0.9130858016965652,0.9104035734690697,0.00268222822749542,21573.0,19253.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_mondrian,Entertainment,24h,per_domain,coverage,0.8771173390822298,0.8959512407488028,-0.01883390166657306,3247.0,2297.0,12.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_mondrian,ALL,24h,per_domain,coverage,0.8999865603440552,0.9064048401397798,-0.006418279795724624,44644.0,38346.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_marginal,Sports,24h,pooled,coverage,0.8963665086887835,0.9068403144432711,-0.01047380575448753,9495.0,8523.0,7.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_marginal,Crypto,24h,pooled,coverage,0.8647416413373861,0.869060773480663,-0.004319132143276949,1974.0,1810.0,7.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_marginal,Politics,24h,pooled,coverage,0.909148665819568,0.9026248941574937,0.006523771662074296,1574.0,1181.0,13.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_marginal,Finance,24h,pooled,coverage,0.8979501548444182,0.8807269973494888,0.01722315749492942,6781.0,5282.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_marginal,Weather,24h,pooled,coverage,0.9136884068048023,0.9186620266971381,-0.004973619892335801,21573.0,19253.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_marginal,Entertainment,24h,pooled,coverage,0.9097628580227902,0.8929037875489769,0.016859070473813298,3247.0,2297.0,12.0
price_02_98,"price in [0.02, 0.98], trades >= 10",conformal_marginal,ALL,24h,pooled,coverage,0.9050040318967835,0.9064309184791113,-0.0014268865823278132,44644.0,38346.0,14.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Sports,24h,per_domain,ece,0.027191567724486786,0.032369369695811084,-0.005177801971324298,8827.0,8056.0,2.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Sports,24h,per_domain,ece,0.027936528238043337,0.02664818331466433,0.0012883449233790055,8827.0,8056.0,2.0
price_02_98,"price in [0.02, 0.98], trades >= 10",raw,Sports,24h,per_domain,ece,0.017651523733997976,0.020059582919562974,-0.002408059185564998,8827.0,8056.0,2.0
price_02_98,"price in [0.02, 0.98], trades >= 10",venn_abers,Sports,24h,per_domain,ece,0.027533513549837782,0.031845769248676124,-0.004312255698838342,8827.0,8056.0,2.0
price_02_98,"price in [0.02, 0.98], trades >= 10",binning10,Crypto,24h,per_domain,ece,0.09314749660470864,0.09166339541153079,0.0014841011931778503,1301.0,1255.0,3.0
price_02_98,"price in [0.02, 0.98], trades >= 10",platt,Crypto,24h,per_domain,ece,0.08128397980550504,0.08477639870823005,-0.003492418902725003,1301.0,1255.0,3.0
